brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Mahindra,2001.0,50000.0,Diesel,Individual,Manual,Second Owner,155000.0
Maruti,2007.0,90000.0,Petrol,Individual,Manual,Second Owner,75000.0
Hyundai,2015.0,61658.0,Diesel,Dealer,Manual,First Owner,350000.0
Maruti,2010.0,50000.0,Petrol,Individual,Manual,Third Owner,90000.0
Maruti,2016.0,80000.0,Diesel,Individual,Manual,First Owner,600000.0
Mahindra,2010.0,149534.8,Diesel,Individual,Manual,First Owner,400000.0
Maruti,2014.0,57000.0,Diesel,Individual,Manual,Second Owner,370000.0
Maruti,2001.0,60000.0,Petrol,Individual,Manual,First Owner,50000.0
Honda,2004.0,120000.0,Petrol,Individual,Manual,Second Owner,125000.0
Honda,2018.0,26000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Hyundai,2019.0,20000.0,Petrol,Individual,Automatic,First Owner,650000.0
Maruti,2017.0,30600.0,Petrol,Individual,Automatic,First Owner,800000.0
Volkswagen,2020.0,5000.0,Petrol,Individual,Manual,First Owner,802000.0
Other,2015.0,35000.0,Diesel,Individual,Automatic,Third Owner,1200000.0
Hyundai,2016.0,35000.0,Diesel,Individual,Manual,First Owner,430000.0
Hyundai,2017.0,23000.0,Petrol,Individual,Manual,First Owner,650000.0
Mahindra,2004.0,120000.0,Diesel,Individual,Manual,First Owner,170000.0
Skoda,2011.0,149534.8,Diesel,Individual,Automatic,First Owner,450000.0
Maruti,2013.0,87000.0,Petrol,Individual,Manual,First Owner,250000.0
Ford,2014.0,72000.0,Petrol,Individual,Manual,Second Owner,550000.0
Other,2013.0,64000.0,Diesel,Individual,Automatic,Second Owner,1200000.0
Maruti,2007.0,100000.0,Petrol,Individual,Manual,Second Owner,140000.0
Chevrolet,2012.0,12000.0,Petrol,Individual,Manual,First Owner,155000.0
Hyundai,2010.0,67000.0,Petrol,Individual,Manual,Third Owner,120000.0
Toyota,2012.0,70000.0,Diesel,Individual,Manual,First Owner,287000.0
Maruti,2016.0,60000.0,Diesel,Individual,Manual,First Owner,675000.0
Hyundai,2011.0,74500.0,Petrol,Individual,Manual,Second Owner,235000.0
Hyundai,2011.0,118700.0,Diesel,Individual,Manual,Second Owner,300000.0
Nissan,2015.0,40000.0,Petrol,Individual,Automatic,Second Owner,434999.0
Mahindra,2004.0,149534.8,Diesel,Individual,Automatic,Third Owner,225000.0
Toyota,2006.0,140000.0,Petrol,Individual,Manual,Second Owner,160000.0
Hyundai,2020.0,5000.0,Petrol,Individual,Manual,First Owner,600000.0
Chevrolet,2016.0,100000.0,Diesel,Individual,Manual,Second Owner,470000.0
Maruti,2011.0,100000.0,Petrol,Individual,Manual,Second Owner,300000.0
Maruti,2018.0,2000.0,Petrol,Individual,Manual,First Owner,600000.0
Hyundai,2020.0,4000.0,Petrol,Individual,Automatic,First Owner,640000.0
Tata,2006.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,50000.0
Hyundai,2015.0,35000.0,Petrol,Individual,Manual,First Owner,600000.0
Hyundai,2014.0,29000.0,LPG,Individual,Manual,First Owner,290000.0
Hyundai,2015.0,30000.0,Petrol,Individual,Manual,First Owner,600000.0
Tata,2012.0,120000.0,Diesel,Individual,Manual,First Owner,190000.0
Hyundai,2008.0,110000.0,Petrol,Individual,Manual,Third Owner,160000.0
Maruti,2017.0,15000.0,Petrol,Individual,Manual,First Owner,325000.0
Mahindra,2006.0,73756.0,Diesel,Individual,Manual,First Owner,200000.0
Toyota,2018.0,40000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Chevrolet,2011.0,60000.0,Petrol,Individual,Manual,Third Owner,125000.0
Hyundai,2008.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,155000.0
Hyundai,2015.0,90000.0,Diesel,Individual,Manual,First Owner,550000.0
Maruti,2009.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,130000.0
Maruti,2002.0,70000.0,Petrol,Individual,Manual,Second Owner,80000.0
Toyota,2015.0,80000.0,Diesel,Individual,Manual,Second Owner,500000.0
Renault,2019.0,27000.0,Petrol,Individual,Manual,First Owner,250000.0
Mahindra,2012.0,70000.0,Diesel,Individual,Manual,First Owner,580000.0
Other,2002.0,50000.0,Petrol,Individual,Manual,First Owner,60000.0
Toyota,2012.0,149534.8,Diesel,Individual,Manual,First Owner,300000.0
Ford,2014.0,90000.0,Diesel,Individual,Manual,Second Owner,200000.0
Tata,2017.0,16400.0,Diesel,Individual,Manual,First Owner,1200000.0
Toyota,2015.0,80000.0,Diesel,Individual,Manual,Second Owner,350000.0
Mahindra,2012.0,80000.0,Diesel,Individual,Manual,Second Owner,600000.0
Honda,2019.0,4000.0,Petrol,Individual,Manual,First Owner,650000.0
Maruti,2008.0,40000.0,Petrol,Individual,Manual,First Owner,120000.0
Tata,2010.0,120000.0,Diesel,Individual,Manual,Second Owner,180000.0
Hyundai,2018.0,41395.0,Petrol,Individual,Automatic,First Owner,950000.0
Tata,2012.0,35000.0,Diesel,Individual,Manual,Second Owner,250999.0
Other,2009.0,47000.0,Diesel,Dealer,Automatic,Second Owner,1200000.0
Chevrolet,2013.0,50000.0,Petrol,Individual,Manual,First Owner,165000.0
Hyundai,2015.0,48000.0,Petrol,Dealer,Manual,First Owner,700000.0
Mahindra,2015.0,53000.0,Diesel,Dealer,Manual,First Owner,750000.0
Other,2018.0,15000.0,Petrol,Dealer,Automatic,First Owner,290000.0
Tata,2014.0,7000.0,Petrol,Individual,Manual,Second Owner,45000.0
Skoda,2013.0,88000.0,Diesel,Dealer,Automatic,First Owner,675000.0
Nissan,2015.0,55000.0,Diesel,Dealer,Manual,First Owner,530000.0
Other,2014.0,48000.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Chevrolet,2014.0,71014.0,Diesel,Dealer,Manual,First Owner,325000.0
Honda,2015.0,60000.0,Diesel,Dealer,Manual,First Owner,400000.0
Mahindra,2017.0,71000.0,Diesel,Dealer,Manual,First Owner,380000.0
Honda,2016.0,45000.0,Petrol,Dealer,Automatic,First Owner,750000.0
Honda,2017.0,45000.0,Petrol,Dealer,Manual,First Owner,390000.0
Other,2019.0,14000.0,Diesel,Dealer,Manual,First Owner,1200000.0
Other,2019.0,17000.0,Diesel,Dealer,Automatic,First Owner,1200000.0
Renault,2015.0,60000.0,Diesel,Dealer,Manual,First Owner,370000.0
Chevrolet,2013.0,80000.0,Diesel,Individual,Manual,Second Owner,210000.0
Skoda,2007.0,149534.8,Diesel,Individual,Manual,Fourth & Above Owner,175000.0
Hyundai,2012.0,89550.0,Diesel,Individual,Manual,Second Owner,575000.0
Mahindra,2010.0,90000.0,Diesel,Individual,Manual,Third Owner,320000.0
Maruti,2010.0,149500.0,Diesel,Individual,Manual,Third Owner,280000.0
Renault,2013.0,149534.8,Diesel,Individual,Manual,Second Owner,500000.0
Ford,2013.0,83000.0,Diesel,Dealer,Manual,First Owner,380000.0
Maruti,2005.0,20000.0,Petrol,Individual,Manual,Second Owner,120000.0
Maruti,2018.0,20000.0,Petrol,Individual,Manual,First Owner,395000.0
Skoda,2010.0,149534.8,Diesel,Individual,Manual,First Owner,360000.0
Nissan,2015.0,100000.0,Diesel,Individual,Manual,First Owner,451000.0
Chevrolet,2010.0,45000.0,Petrol,Individual,Manual,Second Owner,175000.0
Chevrolet,2009.0,44800.0,Petrol,Individual,Manual,Second Owner,170000.0
Hyundai,2006.0,40000.0,Petrol,Individual,Manual,Second Owner,100000.0
Maruti,2014.0,120000.0,Petrol,Individual,Manual,Third Owner,150000.0
Tata,2011.0,10000.0,Diesel,Individual,Manual,Second Owner,149000.0
Tata,2011.0,80000.0,Diesel,Individual,Manual,Second Owner,160000.0
Mahindra,2014.0,149534.8,Diesel,Individual,Manual,First Owner,800000.0
Toyota,2010.0,120000.0,Diesel,Individual,Manual,Second Owner,819999.0
Maruti,2007.0,100000.0,Petrol,Individual,Manual,Second Owner,163000.0
Other,2001.0,100000.0,Diesel,Individual,Manual,Second Owner,350000.0
Tata,2006.0,100000.0,Petrol,Individual,Manual,Second Owner,75000.0
Maruti,2012.0,60000.0,Petrol,Individual,Manual,Second Owner,180000.0
Ford,2017.0,30000.0,Diesel,Individual,Manual,First Owner,675000.0
Maruti,2013.0,149534.8,Diesel,Individual,Manual,First Owner,400000.0
Volkswagen,2013.0,100000.0,Diesel,Individual,Manual,Second Owner,434999.0
Tata,2006.0,110000.0,Petrol,Individual,Manual,Second Owner,100000.0
Maruti,2015.0,149534.8,Diesel,Individual,Manual,Second Owner,419000.0
Tata,2009.0,100000.0,Petrol,Individual,Manual,First Owner,200000.0
Renault,2014.0,35000.0,Diesel,Individual,Manual,First Owner,400000.0
Ford,2018.0,40000.0,Diesel,Individual,Manual,Second Owner,790000.0
Renault,2015.0,90000.0,Diesel,Individual,Manual,Second Owner,500000.0
Skoda,2012.0,120000.0,Diesel,Individual,Manual,Second Owner,275000.0
Hyundai,2012.0,120000.0,Diesel,Individual,Manual,Second Owner,450000.0
Maruti,2016.0,33000.0,Petrol,Dealer,Manual,First Owner,360000.0
Maruti,2010.0,25000.0,Petrol,Individual,Manual,First Owner,210000.0
Maruti,2014.0,66000.0,Petrol,Dealer,Manual,First Owner,220000.0
Chevrolet,2009.0,48000.0,Petrol,Individual,Manual,First Owner,250000.0
Toyota,2016.0,146000.0,Diesel,Dealer,Manual,First Owner,990000.0
Mahindra,2013.0,100000.0,Diesel,Individual,Manual,Fourth & Above Owner,220000.0
Other,2012.0,50000.0,Diesel,Individual,Automatic,Second Owner,1200000.0
Honda,2014.0,50000.0,Petrol,Individual,Manual,First Owner,530000.0
Maruti,2016.0,50000.0,Diesel,Individual,Manual,First Owner,575000.0
Mahindra,2012.0,99000.0,Diesel,Dealer,Manual,First Owner,400000.0
Honda,2016.0,50000.0,Diesel,Individual,Manual,First Owner,680000.0
Hyundai,2014.0,80000.0,Diesel,Individual,Automatic,First Owner,1000000.0
Maruti,2016.0,45000.0,Petrol,Individual,Manual,Second Owner,260000.0
Tata,2010.0,50000.0,Petrol,Individual,Manual,Second Owner,150000.0
Maruti,2008.0,70000.0,Petrol,Individual,Manual,Third Owner,180000.0
Other,2014.0,37516.0,Diesel,Individual,Manual,First Owner,346000.0
Mahindra,2015.0,20000.0,Diesel,Individual,Manual,First Owner,450000.0
Hyundai,2019.0,5000.0,Petrol,Individual,Manual,First Owner,500000.0
Hyundai,2019.0,8000.0,Diesel,Individual,Manual,First Owner,700000.0
Maruti,2019.0,25880.0,Petrol,Individual,Manual,First Owner,280000.0
Hyundai,2019.0,10000.0,Petrol,Individual,Automatic,First Owner,475000.0
Maruti,2009.0,50000.0,Diesel,Individual,Manual,First Owner,300000.0
Maruti,2014.0,40000.0,Petrol,Individual,Manual,First Owner,200999.0
Skoda,2009.0,100000.0,Diesel,Individual,Manual,Third Owner,200000.0
Chevrolet,2009.0,80000.0,Petrol,Individual,Manual,Second Owner,210000.0
Tata,2012.0,110000.0,Diesel,Individual,Manual,First Owner,160000.0
Hyundai,2009.0,136000.0,Diesel,Individual,Manual,Second Owner,175000.0
Tata,2012.0,80000.0,Diesel,Individual,Manual,First Owner,320000.0
Maruti,2009.0,50000.0,Petrol,Individual,Manual,Second Owner,110000.0
Maruti,2008.0,30000.0,Petrol,Individual,Manual,First Owner,300000.0
Honda,2012.0,10000.0,Petrol,Individual,Manual,First Owner,700000.0
Tata,2009.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,135000.0
Mahindra,2015.0,110000.0,Diesel,Individual,Manual,First Owner,500000.0
Mahindra,2012.0,120000.0,Diesel,Individual,Manual,Second Owner,550000.0
Toyota,2014.0,90000.0,Diesel,Individual,Manual,Third Owner,1050000.0
Honda,2016.0,20000.0,Petrol,Individual,Manual,First Owner,500000.0
Maruti,2011.0,90000.0,Diesel,Individual,Manual,Second Owner,180000.0
Hyundai,2010.0,50000.0,Petrol,Individual,Manual,Second Owner,170000.0
Honda,2019.0,9000.0,Petrol,Individual,Manual,First Owner,484999.0
Maruti,2011.0,70000.0,Petrol,Individual,Manual,Second Owner,150000.0
Maruti,2018.0,25000.0,Petrol,Individual,Manual,First Owner,380000.0
Hyundai,2019.0,10000.0,Petrol,Individual,Manual,First Owner,480000.0
Volkswagen,2011.0,60000.0,Diesel,Individual,Manual,Second Owner,290000.0
Other,2013.0,70000.0,Petrol,Individual,Manual,First Owner,350000.0
Maruti,2014.0,25000.0,Petrol,Individual,Manual,First Owner,110000.0
Hyundai,2003.0,80000.0,Petrol,Individual,Manual,Third Owner,70000.0
Volkswagen,2011.0,70000.0,Petrol,Individual,Automatic,Third Owner,300000.0
Maruti,2017.0,60000.0,Petrol,Individual,Manual,First Owner,180000.0
Renault,2020.0,20000.0,Petrol,Individual,Manual,First Owner,300000.0
Maruti,2017.0,60000.0,Petrol,Individual,Manual,First Owner,509000.0
Maruti,2016.0,80000.0,Diesel,Individual,Manual,First Owner,650000.0
Maruti,2015.0,70000.0,Diesel,Individual,Manual,Third Owner,450000.0
Mahindra,2001.0,2020.0,Diesel,Individual,Manual,Second Owner,170000.0
Mahindra,2007.0,100000.0,Diesel,Individual,Manual,Second Owner,210000.0
Hyundai,2013.0,80000.0,Diesel,Individual,Manual,Second Owner,360000.0
Toyota,2011.0,120000.0,Diesel,Individual,Manual,Second Owner,495000.0
Maruti,2006.0,100000.0,Petrol,Individual,Manual,Third Owner,105000.0
Hyundai,2010.0,60000.0,Petrol,Individual,Manual,Third Owner,270000.0
Ford,2010.0,110000.0,Petrol,Individual,Manual,First Owner,130000.0
Honda,2014.0,90000.0,Diesel,Individual,Manual,Second Owner,700000.0
Chevrolet,2012.0,40000.0,Diesel,Individual,Manual,First Owner,400000.0
Maruti,2009.0,60000.0,Petrol,Individual,Manual,Second Owner,250000.0
Honda,2013.0,94000.0,Diesel,Individual,Manual,Second Owner,325000.0
Maruti,2008.0,100000.0,Petrol,Individual,Manual,First Owner,69000.0
Mahindra,2018.0,25000.0,Diesel,Individual,Manual,First Owner,1200000.0
Maruti,2007.0,90000.0,Petrol,Individual,Manual,First Owner,90000.0
Mahindra,2016.0,40000.0,Diesel,Individual,Manual,First Owner,1000000.0
Hyundai,2010.0,90000.0,CNG,Individual,Manual,Second Owner,145000.0
Maruti,2020.0,1100.0,Petrol,Individual,Manual,Fourth & Above Owner,250000.0
Maruti,2011.0,70000.0,Diesel,Individual,Manual,Third Owner,256000.0
Tata,2005.0,120000.0,Diesel,Individual,Manual,First Owner,70000.0
Maruti,2001.0,88500.0,Petrol,Individual,Manual,Fourth & Above Owner,50000.0
Renault,2016.0,70000.0,Petrol,Individual,Manual,Second Owner,240000.0
Tata,2010.0,128000.0,Petrol,Individual,Manual,First Owner,97000.0
Tata,2012.0,120000.0,Diesel,Individual,Manual,First Owner,130000.0
Maruti,2009.0,52536.0,Petrol,Individual,Manual,First Owner,199000.0
Honda,2006.0,70000.0,Petrol,Individual,Automatic,First Owner,125000.0
Hyundai,2015.0,60000.0,Diesel,Individual,Manual,First Owner,420000.0
Mahindra,2016.0,110000.0,Diesel,Individual,Manual,First Owner,525000.0
Hyundai,2008.0,85000.0,Petrol,Individual,Manual,First Owner,125000.0
Hyundai,2010.0,135000.0,Diesel,Individual,Manual,First Owner,325000.0
Volkswagen,2012.0,86000.0,Diesel,Individual,Manual,Fourth & Above Owner,330000.0
Maruti,2010.0,50000.0,Petrol,Individual,Manual,First Owner,110000.0
Maruti,2019.0,1950.0,Petrol,Individual,Manual,First Owner,450000.0
Maruti,2005.0,118400.0,Petrol,Individual,Manual,First Owner,85000.0
Honda,2007.0,70000.0,Petrol,Individual,Manual,Second Owner,229999.0
Hyundai,2012.0,60000.0,Petrol,Individual,Manual,Second Owner,250000.0
Ford,2015.0,68000.0,Diesel,Individual,Manual,First Owner,650000.0
Toyota,2017.0,6480.0,Petrol,Trustmark Dealer,Manual,First Owner,650000.0
Maruti,2017.0,32077.0,Diesel,Trustmark Dealer,Manual,First Owner,750000.0
Toyota,2018.0,19107.0,Petrol,Trustmark Dealer,Manual,First Owner,850000.0
Hyundai,2017.0,18469.0,Petrol,Trustmark Dealer,Manual,First Owner,315000.0
Maruti,2015.0,28217.0,Petrol,Trustmark Dealer,Manual,First Owner,415000.0
Maruti,2016.0,72787.0,Diesel,Trustmark Dealer,Manual,First Owner,640000.0
Maruti,2017.0,31063.0,Petrol,Trustmark Dealer,Manual,First Owner,780000.0
Toyota,2017.0,79641.0,Diesel,Trustmark Dealer,Automatic,First Owner,1200000.0
Hyundai,2015.0,58692.0,Diesel,Trustmark Dealer,Manual,First Owner,850000.0
Hyundai,2015.0,54784.0,Diesel,Trustmark Dealer,Manual,First Owner,900000.0
Toyota,2016.0,64156.0,Petrol,Trustmark Dealer,Manual,First Owner,1150000.0
Maruti,2007.0,54000.0,Petrol,Individual,Manual,First Owner,75000.0
Volkswagen,2012.0,97000.0,Diesel,Individual,Manual,First Owner,215000.0
Maruti,2009.0,120000.0,Petrol,Individual,Automatic,Second Owner,130000.0
Hyundai,2019.0,16000.0,Petrol,Individual,Automatic,First Owner,400000.0
Maruti,2019.0,60000.0,Petrol,Individual,Automatic,First Owner,550000.0
Chevrolet,2016.0,52000.0,Petrol,Dealer,Manual,First Owner,245000.0
Maruti,2010.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,320000.0
Mahindra,2016.0,60000.0,Diesel,Individual,Automatic,Second Owner,730000.0
Ford,2005.0,100000.0,Petrol,Individual,Manual,Third Owner,120000.0
Honda,2017.0,35000.0,Petrol,Individual,Manual,First Owner,950000.0
Maruti,2017.0,48000.0,Petrol,Individual,Manual,Third Owner,350000.0
Maruti,2005.0,20000.0,Petrol,Individual,Manual,Second Owner,100000.0
Maruti,2017.0,30000.0,Petrol,Individual,Manual,First Owner,350000.0
Maruti,2005.0,40000.0,Petrol,Individual,Manual,Second Owner,80000.0
Hyundai,2013.0,60000.0,Petrol,Individual,Manual,First Owner,370000.0
Hyundai,2012.0,70000.0,Petrol,Individual,Manual,Second Owner,160000.0
Tata,2009.0,120000.0,Diesel,Individual,Manual,First Owner,130000.0
Chevrolet,2016.0,30000.0,Petrol,Individual,Manual,First Owner,250000.0
Tata,2012.0,80000.0,Diesel,Individual,Manual,Second Owner,270000.0
Other,2019.0,9500.0,Diesel,Individual,Automatic,First Owner,1200000.0
Hyundai,2013.0,80000.0,Petrol,Individual,Manual,First Owner,160000.0
Hyundai,2016.0,80000.0,Petrol,Individual,Manual,First Owner,229999.0
Mahindra,2017.0,29000.0,Diesel,Individual,Manual,First Owner,750000.0
Chevrolet,2011.0,120000.0,Diesel,Individual,Manual,First Owner,195000.0
Other,2016.0,22000.0,Petrol,Individual,Manual,First Owner,270000.0
Skoda,2012.0,50000.0,Petrol,Individual,Manual,First Owner,300000.0
Chevrolet,2012.0,50000.0,Diesel,Individual,Manual,First Owner,200000.0
Maruti,2007.0,81366.0,Petrol,Individual,Manual,First Owner,120000.0
Maruti,2006.0,110000.0,Petrol,Individual,Manual,First Owner,95000.0
Toyota,2006.0,149534.8,Diesel,Individual,Manual,First Owner,229999.0
Renault,2012.0,90000.0,Diesel,Individual,Manual,First Owner,300000.0
Renault,2016.0,53000.0,Petrol,Individual,Manual,Second Owner,200000.0
Maruti,2017.0,30000.0,Petrol,Individual,Manual,First Owner,250000.0
Maruti,2012.0,90000.0,Petrol,Individual,Manual,Second Owner,368000.0
Toyota,2014.0,149534.8,Diesel,Individual,Manual,First Owner,650000.0
Mahindra,2001.0,120000.0,Diesel,Individual,Manual,Third Owner,150000.0
Maruti,2012.0,60000.0,LPG,Individual,Manual,First Owner,180000.0
Hyundai,2017.0,15000.0,Petrol,Individual,Manual,First Owner,525000.0
Ford,2005.0,149534.8,Diesel,Individual,Manual,Second Owner,350000.0
Mahindra,2018.0,30000.0,Diesel,Individual,Manual,Second Owner,850000.0
Volkswagen,2011.0,149534.8,Diesel,Individual,Manual,Third Owner,350000.0
Maruti,2005.0,67000.0,Petrol,Individual,Manual,First Owner,160000.0
Maruti,2017.0,40000.0,Diesel,Individual,Manual,First Owner,500000.0
Hyundai,2008.0,100000.0,Petrol,Individual,Manual,First Owner,130000.0
Tata,2015.0,100000.0,Diesel,Individual,Manual,Second Owner,350000.0
Maruti,2005.0,80000.0,Petrol,Individual,Manual,First Owner,70000.0
Toyota,2014.0,145000.0,Diesel,Individual,Manual,Second Owner,750000.0
Honda,2013.0,53000.0,Diesel,Individual,Manual,First Owner,450000.0
Maruti,2015.0,73000.0,Diesel,Individual,Manual,Third Owner,430000.0
Maruti,2011.0,90000.0,Diesel,Individual,Manual,Third Owner,260000.0
Maruti,2013.0,80000.0,Diesel,Individual,Manual,Third Owner,370000.0
Chevrolet,2011.0,100000.0,CNG,Individual,Manual,First Owner,229999.0
Ford,2011.0,90000.0,Diesel,Individual,Manual,Third Owner,140000.0
Toyota,2013.0,149534.8,Diesel,Individual,Manual,First Owner,700000.0
Hyundai,2020.0,7300.0,Petrol,Individual,Manual,First Owner,545000.0
Other,2017.0,30000.0,Petrol,Individual,Manual,First Owner,200000.0
Tata,2015.0,120000.0,Diesel,Individual,Manual,First Owner,500000.0
Maruti,2008.0,90000.0,Petrol,Individual,Manual,Second Owner,70000.0
Mahindra,2013.0,25000.0,Diesel,Individual,Manual,Third Owner,580000.0
Maruti,2012.0,70000.0,CNG,Individual,Manual,Second Owner,160000.0
Maruti,2010.0,36000.0,Petrol,Individual,Manual,First Owner,160000.0
Maruti,2016.0,49000.0,Diesel,Individual,Manual,First Owner,760000.0
Hyundai,2015.0,22000.0,Petrol,Individual,Manual,First Owner,300000.0
Maruti,2001.0,35000.0,LPG,Individual,Manual,Second Owner,50000.0
Mahindra,2019.0,24000.0,Diesel,Individual,Manual,First Owner,800000.0
Maruti,2018.0,20000.0,Diesel,Individual,Manual,First Owner,680000.0
Maruti,2009.0,50000.0,LPG,Individual,Manual,Second Owner,85000.0
Toyota,2016.0,70000.0,Diesel,Individual,Manual,First Owner,1200000.0
Maruti,2016.0,60000.0,Petrol,Individual,Manual,First Owner,500000.0
Other,2015.0,35000.0,Diesel,Individual,Automatic,First Owner,1200000.0
Hyundai,2008.0,60000.0,Petrol,Individual,Manual,First Owner,145000.0
Mahindra,2013.0,60000.0,Diesel,Individual,Manual,First Owner,300000.0
Maruti,2017.0,60000.0,Diesel,Individual,Manual,Second Owner,600000.0
Maruti,2015.0,70000.0,Petrol,Individual,Manual,Second Owner,400000.0
